file_name,category,context,constraint,caption_0,explanation_0,question_0,answer_0,caption_1,explanation_1,question_1,answer_1,caption_2,explanation_2,question_2,answer_2,caption_3,explanation_3,question_3,answer_3,caption_4,explanation_4,question_4,answer_4
e-t-8-3.webp,Science,flying owl,"{""bird"":""owl"",""time"":""night""}","A flying owl, with a moon in the distant sky.",,What is depicted in the caption?,A flying owl,"Above the pitch-black earth, there is an owl soaring, with a full moon hanging high in the sky behind it.",,What else is depicted in the caption besides the flying owl?,A moon in the distant sky,"A flying owl, with the moon in the distant sky.",,What is above the pitch-black earth?,owl soaring,"An owl, wings outstretched, flew through the night, the moon a distant beacon guiding its journey.",,What is behind the owl?,full moon hanging high in the sky,A flying owl is silhouetted against the distant moon in the night sky.,,What else is seen in the caption besides the flying owl?,The moon in the distant sky
e-t-8-4.webp,Science,flying owl,"{""bird"":""owl"",""time"":""night""}","An owl spreads its wings and flies above the clouds, with a bright moon further in the distance.",,What is the scene depicted in the caption?,An owl spreads its wings and flies above the clouds.,"An owl soars in the night sky, with a full moon hanging high in the sky behind it.",,What else is visible in the scene besides the flying owl?,A bright moon is further in the distance.,"An owl spreads its wings and flies above the clouds, with the moon further away.",,What is soaring in the night sky?,An owl,"High above the clouds, an owl glided, its powerful wings propelling it forward as the moon shone brightly in the distance.",,What is hanging high in the sky behind the owl?,A full moon,"An owl spreads its wings and glides above the clouds, with a bright moon visible in the distance.",,What is happening with the owl in the caption?,An owl spreads its wings and flies above the clouds
e-t-8-5.webp,Science,flying owl,"{""bird"":""owl"",""time"":""night""}","An owl is flying in the night sky, surrounded by many clouds and stars, with a moon in the distance.",,What is flying in the night sky?,An owl,"At night, there is a full moon hanging in the sky, and an owl is soaring.",,What surrounds the owl in the night sky?,Many clouds and stars,"An owl is flying in the night sky, surrounded by clouds and stars, with the moon in the distance.",,What is visible in the distance in the night sky?,A moon,"An owl's flight was a symphony of grace and power, as it soared through the starry night sky, clouds swirling beneath its path, the moon a serene companion.",,What is hanging in the sky at night?,full moon,"An owl flies through the night sky, surrounded by clouds and stars, with the moon shining in the distance.",,What animal is soaring at night?,owl
e-t-8-6,Science,flying owl,"{""bird"":""owl"",""time"":""night""}",,,,,,,,,,,,,,,,,,,,
e-t-8-7,Science,flying owl,"{""bird"":""owl"",""time"":""night""}",,,,,,,,,,,,,,,,,,,,
e-f-9-1,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-9-2,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-9-3,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-9-4,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-9-5,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-9-6,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-9-7,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-9-1,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-9-2,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-9-3,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-9-4,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-9-5,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-9-6,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-9-7,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-10-1,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-10-2,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-10-3,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-10-4,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-10-5,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-10-6,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-10-7,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-10-1,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-10-2,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-10-3,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-10-4,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-10-5,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-10-6,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-10-7,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-11-1,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-11-2,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-11-3,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-11-4,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-11-5,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-11-6,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-11-7,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-11-1,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-11-2,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-11-3,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-11-4,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-11-5,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-11-6,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-11-7,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-12-1,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-12-2,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-12-3,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-12-4,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-12-5,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-12-6,Science,,,,,,,,,,,,,,,,,,,,,,
e-f-12-7,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-12-1,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-12-2,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-12-3,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-12-4,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-12-5,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-12-6,Science,,,,,,,,,,,,,,,,,,,,,,
e-t-12-7,Science,,,,,,,,,,,,,,,,,,,,,,
f-f-1-1,Movie,,,,,,,,,,,,,,,,,,,,,,
f-f-1-2,Movie,,,,,,,,,,,,,,,,,,,,,,
f-f-1-3,Movie,,,,,,,,,,,,,,,,,,,,,,
f-f-1-4,Movie,,,,,,,,,,,,,,,,,,,,,,
f-f-1-5,Movie,,,,,,,,,,,,,,,,,,,,,,
f-f-1-6,Movie,,,,,,,,,,,,,,,,,,,,,,
f-f-1-7,Movie,,,,,,,,,,,,,,,,,,,,,,
f-t-1-1,Movie,,,,,,,,,,,,,,,,,,,,,,
f-t-1-2,Movie,,,,,,,,,,,,,,,,,,,,,,
f-t-1-3,Movie,,,,,,,,,,,,,,,,,,,,,,
f-t-1-4,Movie,,,,,,,,,,,,,,,,,,,,,,
f-t-1-5,Movie,,,,,,,,,,,,,,,,,,,,,,
f-t-1-6,Movie,,,,,,,,,,,,,,,,,,,,,,
f-t-1-7,Movie,,,,,,,,,,,,,,,,,,,,,,
